,Color,Diameter,Label
787,Green,0.6499983696735746,Grape
788,Green,1.640714072193582,Grape
789,Yellow,6.791075264659193,Apple
790,Red,2.6002005633441847,Grape
791,Yellow,9.032386508039234,Apple
792,Red,0.8122704684842013,Grape
793,Green,13.042180464755404,Apple
794,Red,2.665179402779885,Apple
795,Green,-0.2827168214015343,Grape
796,Red,7.445348744140234,Apple
797,Yellow,9.26197440093544,Apple
798,Red,2.292161020872704,Grape
799,Green,2.272131531863103,Grape
800,Yellow,6.9665631644744765,Apple
801,Yellow,1.545767108849292,Apple
802,Red,0.9028695422741033,Grape
803,Yellow,8.24620187851338,Apple
804,Yellow,7.684159975372202,Apple
805,Green,1.1273923350427657,Apple
806,Green,4.8783542176428405,Apple
807,Green,1.314913984749684,Apple
808,Red,1.7852483507323647,Grape
809,Green,2.156181505959783,Grape
810,Red,2.2394271408448163,Grape
811,Green,9.809195630657378,Apple
812,Green,2.1359158513727534,Grape
813,Green,3.206300258427525,Grape
814,Red,1.2373463735269234,Grape
815,Yellow,8.667888039129394,Apple
816,Green,1.4116646493213378,Grape
817,Green,3.863188447852946,Apple
818,Green,1.58795247094337,Grape
819,Red,4.419212644127444,Apple
820,Red,9.300759008983597,Apple
821,Red,4.428765433986506,Apple
822,Green,1.396403278361496,Grape
823,Yellow,7.578261547195648,Apple
824,Green,4.455038431584303,Apple
825,Green,2.58214186390597,Grape
826,Red,1.8564060413954808,Grape
827,Yellow,12.02195712103213,Apple
828,Green,1.3637785125320718,Grape
829,Red,1.438582555207832,Grape
830,Green,2.4264949459044907,Grape
831,Green,5.826348843477952,Apple
832,Green,0.5998061873493917,Grape
833,Red,3.926601647307222,Grape
834,Red,2.537098408304808,Grape
835,Green,1.153608171736852,Grape
836,Green,2.0882567358963247,Grape
837,Green,2.992317611656369,Grape
838,Green,1.7722247079658033,Grape
839,Red,2.348741478590266,Grape
840,Green,3.3593088320453672,Apple
841,Red,7.282576900930439,Apple
842,Red,5.83938745944806,Apple
843,Red,2.194265353809161,Grape
844,Red,2.879501292922612,Grape
845,Green,1.6596835280283775,Grape
846,Red,1.0517707943769257,Grape
847,Red,1.2898800046106764,Grape
848,Red,-0.5010628370019838,Grape
849,Yellow,6.090705239727782,Apple
850,Green,3.458911288197713,Apple
851,Red,3.1643373556314076,Grape
852,Green,1.5795798783401953,Grape
853,Yellow,7.934341214662466,Apple
854,Red,3.318939205336318,Grape
855,Red,7.135402046296031,Apple
856,Green,4.43785231384588,Apple
857,Red,6.047370718209402,Apple
858,Green,3.0457097781588134,Apple
859,Red,0.884390192036505,Grape
860,Red,2.220508323087897,Grape
861,Red,0.31568333053963094,Grape
862,Green,1.7403457824142645,Grape
863,Red,1.4334678003476264,Grape
864,Green,1.8591417110761173,Grape
865,Green,2.396725100724708,Apple
866,Green,10.24412810337457,Apple
867,Red,2.0583224685091612,Grape
868,Green,3.5571671654705943,Apple
869,Red,0.8523560503033863,Grape
870,Red,9.59695876844756,Apple
871,Yellow,10.975042158660447,Apple
872,Red,1.5347674966561693,Grape
873,Red,6.064071676251361,Apple
874,Red,0.7861943735630955,Grape
875,Red,2.5269916799918164,Grape
876,Yellow,11.300057508645976,Apple
877,Red,1.7577093200030516,Grape
878,Green,8.93516582037963,Apple
879,Green,0.0864389322298924,Grape
880,Green,3.5411469480089472,Apple
881,Red,0.22198385653892228,Grape
882,Green,2.0627083059244686,Grape
883,Green,1.1764021546135128,Grape
884,Red,4.365428971569781,Apple
885,Red,-0.15876259514098368,Grape
886,Red,4.911020038416751,Apple
887,Green,4.161671109038621,Apple
888,Green,1.0802228129376512,Grape
889,Green,2.329986004409874,Grape
890,Green,14.039941091579685,Apple
891,Green,3.230647823832346,Grape
892,Green,5.747567950344898,Apple
893,Green,0.3971080330528487,Grape
894,Red,11.707778843607713,Apple
895,Red,6.827591444603816,Apple
896,Green,8.790719443743862,Apple
897,Red,12.136915664029889,Apple
898,Red,2.045687571923443,Grape
899,Green,4.345837860558796,Apple
900,Green,1.6142208834332579,Grape
901,Green,1.3315345349767498,Grape
902,Green,1.971501921450785,Grape
903,Red,0.8070755329992152,Grape
904,Green,1.0309296189290003,Grape
905,Green,0.8836709181537181,Grape
906,Green,0.9128322758516819,Grape
907,Red,0.1753484932827718,Grape
908,Red,4.996861838288323,Apple
909,Yellow,7.980887786213372,Apple
910,Green,1.9058410156253234,Grape
911,Green,0.26254383592378305,Grape
912,Green,2.5900307607144306,Grape
913,Red,2.0105612500674024,Grape
914,Green,1.034232861740637,Grape
915,Yellow,7.517513249478598,Apple
916,Red,-0.9953334807839851,Grape
917,Red,1.8003068946368401,Grape
918,Yellow,4.5905758379751145,Apple
919,Green,0.6130403360842644,Grape
920,Green,5.026146865716495,Apple
921,Red,-0.9657094504706007,Grape
922,Green,11.305148160367462,Apple
923,Red,1.171775810047483,Grape
924,Yellow,11.233516191668835,Apple
925,Green,1.1277429173162274,Grape
926,Green,0.7713724400730246,Apple
927,Green,5.477447195027929,Apple
928,Green,2.0246583117779644,Grape
929,Yellow,8.255194033927577,Apple
930,Green,9.82275284372534,Apple
931,Red,3.446912354352621,Grape
932,Yellow,8.692025605221428,Apple
933,Green,6.655674025687605,Apple
934,Green,0.6190531265771071,Grape
935,Green,1.8568678292096206,Apple
936,Red,1.4858860995577008,Grape
937,Green,1.640855884168838,Grape
938,Green,7.057838153539231,Apple
939,Red,2.099744773828723,Grape
940,Red,3.0649854097090596,Grape
941,Green,10.828226038018563,Apple
942,Green,3.2492590670843633,Grape
943,Red,1.1057331285499323,Grape
944,Green,2.3789751328353415,Grape
945,Green,7.076215625155048,Apple
946,Red,7.073836375743735,Apple
947,Yellow,6.894714469390989,Apple
948,Green,1.1047294303780668,Grape
949,Green,1.4552086992293047,Apple
950,Green,1.8199336134693922,Grape
951,Green,12.993868239250014,Apple
952,Yellow,14.783273763304456,Apple
953,Green,4.656729538850793,Apple
954,Yellow,12.088544718484481,Apple
955,Yellow,7.152862831033868,Apple
956,Green,4.6231400145815655,Apple
957,Green,1.9443675996142695,Grape
958,Green,0.43002666799437406,Grape
959,Red,8.405155702831156,Apple
960,Red,0.5691814423939817,Grape
961,Green,1.4226623097255486,Grape
962,Yellow,8.587135715003296,Apple
963,Red,0.8947855970016441,Grape
964,Red,3.707510035689266,Apple
965,Green,1.144293915611081,Grape
966,Red,5.423078220694181,Apple
967,Red,1.3829037412256664,Grape
968,Green,1.0144908299629487,Grape
969,Red,2.3500315382913723,Grape
970,Red,3.3201350218101533,Apple
971,Green,1.9503048987072218,Apple
972,Green,1.8330502990627668,Grape
973,Red,6.362430865689072,Apple
974,Red,1.5411826655713015,Grape
975,Green,7.154724828309667,Apple
976,Green,1.1031696309366676,Grape
977,Yellow,3.1463431060224183,Apple
978,Red,1.1886164018705523,Grape
979,Green,7.298363371092135,Apple
980,Red,-0.008403425696979161,Grape
981,Green,2.81992084401676,Grape
982,Red,7.6767449907064105,Apple
983,Green,1.9689583888074826,Grape
984,Green,1.8667156526169995,Grape
985,Yellow,5.7688546190263885,Apple
986,Yellow,4.106180727381208,Apple
987,Green,1.7089629325802482,Grape
